date,artist,song,pos,pos_prev,pos_peak,weeks
2006-09-16,LeToya,Torn,98,81,31,20
2006-08-05,Shawnna,Gettin' Some,98,77,31,19
2006-12-16,Keith Urban,Once In A Lifetime,87,67,31,14
2006-12-30,Ludacris Featuring Mary J. Blige,Runaway Love,31,41,31,5
2006-09-02,Mary J. Blige Featuring Brook-Lyn,Enough Cryin,100,87,32,20
2006-12-30,Sugarland,Want To,39,38,32,13
2006-10-14,Rodney Atkins,If You're Going Through Hell (Before The Devil Even Knows),75,68,33,20
2006-12-16,Brooke Hogan Featuring Paul Wall,About Us,80,58,33,17
2006-11-18,Jesse McCartney,Right Where You Want Me,95,76,33,9
2006-05-06,Sheryl Crow & Sting,Always On Your Side,97,81,33,8
2006-09-09,Kenny Chesney,Summertime,65,63,34,20
2006-10-21,The Wreckers,Leave The Pieces,66,54,34,20
2006-12-30,Heartland,I Loved Her First,87,80,34,19
2006-03-04,High School Musical Cast,We're All In This Together,97,97,34,4
2006-12-16,Mario Vazquez,Gallery,79,61,35,20
2006-12-23,George Strait,Give It Away,99,91,35,19
2006-07-01,Paul Wall,Girl,95,75,35,16
2006-06-10,E-40 Featuring Keak Da Sneak,Tell Me When To Go,87,90,35,15
2006-06-17,50 Cent & Olivia,Best Friend,91,83,35,15
2006-12-30,Tim McGraw,My Little Girl,43,40,35,14
2006-12-30,Brad Paisley,She's Everything,36,35,35,11
2006-02-25,Lucas Grabeel & Ashley Tisdale,What I've Been Looking For,94,53,35,3
2006-08-26,Tim McGraw,When The Stars Go Blue,97,90,37,20
2006-12-16,Lyfe Jennings,S.E.X.,89,88,37,20
2006-12-30,The Pussycat Dolls Featuring Timbaland,Wait A Minute,37,39,37,6
2006-06-10,Jack Johnson,Upside Down,65,60,38,20
2006-12-30,OK Go,Here It Goes Again,62,87,38,16
2006-12-30,Justin Timberlake,What Goes Around...Comes Around,38,64,38,2
2006-11-11,Steve Holy,Brand New Girlfriend,94,88,40,20
2006-12-02,Five For Fighting,The Riddle,96,81,40,18
2006-12-30,Rodney Atkins,Watching You,40,45,40,7
2006-12-30,Stone Sour,Through Glass,41,44,41,20
2006-09-02,Paula DeAnda Featuring Baby Bash,Doing Too Much,99,74,41,16
2006-12-30,Kenny Chesney,You Save Me,68,55,41,16
2006-08-26,Busta Rhymes Featuring will.i.am & Kelis,I Love My B****,72,68,41,12
2006-12-30,Cherish,Unappreciated,51,48,41,12
2006-05-27,Pearl Jam,World Wide Suicide,99,92,41,7
2006-07-29,Dierks Bentley,Settle For A Slowdown,93,87,42,18
2006-04-22,Kanye West Featuring Lupe Fiasco,Touch The Sky,87,69,42,9
2006-07-29,Jason Aldean,Why,100,94,43,20
2006-11-25,Josh Turner,Would You Go With Me,48,64,43,20
2006-11-25,Frankie J Featuring Mannie Fresh & Chamillionaire,That Girl,99,89,43,14
2006-06-24,Chris Daughtry,Wanted Dead Or Alive,93,52,43,3
2006-02-18,High School Musical Cast,Stick To The Status Quo,72,43,43,2
2006-12-30,Taylor Swift,Tim McGraw,45,46,44,15
2006-12-30,Daughtry,It's Not Over,44,51,44,4
2006-09-16,Brad Paisley,The World,86,79,45,20
2006-12-09,KT Tunstall,Suddenly I See,46,45,45,20
2006-08-05,Jamie Foxx Featuring Twista,DJ Play A Love Song,94,79,45,14
2006-12-09,Webstar & Young B Featuring The Voice Of Harlem,Chicken Noodle Soup.,100,94,45,12
2006-12-09,Lady Sovereign,Love Me Or Hate Me (F**k You!!!!),70,54,45,7
2006-12-30,The Game,Let's Ride,89,65,46,5
2006-06-03,Toby Keith,Get Drunk And Be Somebody,100,96,47,20
2006-08-12,Phil Vassar,Last Day Of My Life,94,81,47,14
2006-12-30,Diddy Featuring Christina Aguilera,Tell Me,47,49,47,9
2006-12-02,Hannah Montana,If We Were A Movie,99,82,47,4
2006-06-03,Rob Thomas,Ever The Same,62,59,48,20
2006-09-02,Taking Back Sunday,MakeDamnSure,98,83,48,18
2006-05-20,Kenny Chesney,Living In Fast Forward,98,95,48,17
2006-12-02,Monica Featuring Dem Franchize Boyz,Everytime Tha Beat Drop,95,89,48,16
2006-12-09,Dierks Bentley,Every Mile A Memory,86,75,48,16
2006-06-03,Missy Elliott,We Run This,89,76,48,5
2006-02-18,P.O.D.,Goodbye For Now,70,48,48,2
2006-08-26,Carrie Underwood,Don't Forget To Remember Me,80,74,49,17
2006-04-01,Gwen Stefani,Crash,100,84,49,8
2006-12-30,Red Hot Chili Peppers,Snow ((Hey Oh)),49,56,49,5
2006-12-23,Breaking Benjamin,The Diary Of Jane,97,93,50,20
2006-09-09,Rascal Flatts,Me And My Gang,98,82,50,16
2006-12-16,Red Hot Chili Peppers,Tell Me Baby,99,89,50,16
2006-04-08,Yellowcard,Lights And Sounds,94,83,50,10
2006-10-21,Aly & AJ,Chemicals React,98,69,50,4
2006-12-30,The Fray,Happy Xmas (War Is Over),50,0,50,1
2006-09-09,Goo Goo Dolls,Stay With You,86,86,51,20
2006-07-22,LeAnn Rimes,Something's Gotta Give,98,92,51,18
2006-12-30,U2 & Green Day,The Saints Are Coming,75,71,51,5
2006-06-24,Avant,4 Minutes,91,77,52,14
2006-03-04,Willie Nelson,Cowboys Are Frequently Secretly (Fond Of Each Other),52,0,52,1
2006-09-09,Toby Keith,A Little Too Late,93,75,53,15
2006-08-19,Cheyenne Kimball,Hanging On,96,72,53,6
2006-09-16,The Cheetah Girls,Strut,53,60,53,2
2006-10-07,The Raconteurs,"Steady, As She Goes",72,57,54,20
2006-09-09,Rick Ross,Hustlin',99,76,54,17
2006-12-30,Augustana,Boston,69,74,54,11
2006-12-30,Rihanna & Sean Paul,Break It Off,54,63,54,4
2006-12-23,The Killers Featuring Toni Halliday,A Great Big Sled,54,0,54,1
2006-07-29,Angels & Airwaves,The Adventure,89,83,55,14
2006-12-30,Vanessa Hudgens,Come Back To Me,79,62,55,14
2006-05-27,The Afters,Beautiful Love,94,0,55,7
2006-07-08,Bo Bice,The Real Thing,100,87,56,16
2006-04-08,Juelz Santana,Oh Yes (aka 'Postman'),86,73,56,11
2006-12-30,Nas Featuring will.i.am,Hip Hop Is Dead,56,76,56,2
2007-11-03,T-Pain Featuring Yung Joc,Buy U A Drank (Shawty Snappin'),43,43,1,35
2007-12-08,Plain White T's,Hey There Delilah,47,39,1,35
2007-12-29,Fergie,Big Girls Don't Cry,36,32,1,35
2007-12-08,Rihanna Featuring Jay-Z,Umbrella,44,50,1,33
2007-08-11,Fergie Featuring Ludacris,Glamorous,49,41,1,29
2007-08-18,Timbaland Featuring Nelly Furtado & Justin Timberlake,Give It To Me,47,43,1,26
2007-10-13,Maroon 5,Makes Me Wonder,45,36,1,26
2007-08-25,Avril Lavigne,Girlfriend,43,31,1,24
2007-07-07,Mims,This Is Why I'm Hot,46,30,1,23
2007-07-07,Akon,Don't Matter,48,36,1,23
2007-12-29,Soulja Boy Tell'em,Crank That (Soulja Boy),11,11,1,23
2007-11-03,Sean Kingston,Beautiful Girls,50,38,1,22
2007-12-29,Kanye West,Stronger,17,13,1,21
2007-12-29,Alicia Keys,No One,1,1,1,15
2007-12-29,Chris Brown Featuring T-Pain,Kiss Kiss,4,4,1,14
2007-09-29,Shop Boyz,Party Like A Rockstar,46,36,2,22
2007-06-16,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",95,86,2,20
2007-07-28,Ne-Yo,Because Of You,53,44,2,20
2007-12-29,Timbaland Featuring OneRepublic,Apologize,3,2,2,20
2007-12-29,Flo Rida Featuring T-Pain,Low,2,3,2,8
2007-12-29,Timbaland Featuring Keri Hilson,The Way I Are,20,17,3,29
2007-07-28,Beyonce & Shakira,Beautiful Liar,91,87,3,18
2007-12-29,Britney Spears,Gimme More,69,60,3,15
2007-06-30,Gym Class Heroes Featuring Patrick Stump,Cupid's Chokehold/Breakfast In America,43,37,4,24
2007-11-24,Daughtry,Home,48,43,5,37
2007-12-29,Colbie Caillat,Bubbly,6,6,5,25
2007-11-10,T-Pain Featuring Akon,Bartender,48,33,5,22
2007-12-29,J. Holiday,Bed,43,28,5,22
2007-12-29,50 Cent Featuring Justin Timberlake & Timbaland,Ayo Technology,54,43,5,19
2007-12-29,Fergie,Clumsy,5,5,5,10
2007-08-11,Huey,"Pop, Lock & Drop It",46,33,6,23
2007-09-08,Justin Timberlake,Summer Love,47,45,6,20
2007-08-11,Bone Thugs-N-Harmony Featuring Akon,I Tried,81,59,6,18
2007-09-22,High School Musical 2 Cast,What Time Is It,91,86,6,8
2007-06-09,Carrie Underwood,I'll Stand By You,98,38,6,5
2007-12-29,Finger Eleven,Paralyzer,7,8,7,28
2007-09-22,Linkin Park,What I've Done,49,47,7,23
2007-12-08,Keyshia Cole Featuring Missy Elliott & Lil Kim,Let It Go,49,46,7,23
2007-12-29,Baby Bash Featuring T-Pain,Cyclone,12,12,7,21
2007-11-03,Hurricane Chris,A Bay Bay,64,61,7,20
2007-12-08,Akon,"Sorry, Blame It On Me",87,93,7,19
2007-12-29,Rihanna Featuring Ne-Yo,Hate That I Love You,9,7,7,16
2007-12-29,Kanye West Featuring T-Pain,Good Life,10,9,7,14
2007-10-27,Fabolous Featuring Ne-Yo,Make Me Better,47,34,8,21
2007-08-25,Kelly Clarkson,Never Again,82,67,8,16
2007-12-29,Jordin Sparks,Tattoo,8,10,8,12
2007-12-29,Feist,1234,70,0,8,12
2007-08-25,P!nk,U + Ur Hand,48,44,9,33
2007-12-29,P!nk,Who Knew,44,36,9,28
2007-11-24,Plies Featuring T-Pain,Shawty,42,31,9,22
2007-09-15,Amy Winehouse,Rehab,70,61,9,20
2007-10-13,T.I.,Big Things Poppin' (Do It),95,92,9,19
2007-06-30,Diddy Featuring Keyshia Cole,Last Night,39,31,10,22
2007-08-25,Lil Mama,Lip Gloss,96,74,10,11
2007-11-03,Fall Out Boy,Thnks Fr Th Mmrs,48,45,11,28
2007-12-29,matchbox twenty,How Far We've Come,27,25,11,16
2007-07-14,R. Kelly Or Bow Wow (Featuring T.I. & T-Pain),I'm A Flirt,66,53,12,20
2007-05-19,Pretty Ricky,On The Hotline,98,85,12,19
2007-11-24,Elliott Yamin,Wait For You,45,33,13,30
2007-06-23,Tim McGraw,Last Dollar (Fly Away),98,88,13,15
2007-12-29,Alicia Keys,Like You'll Never See Me Again,13,19,13,6
2007-12-08,Sean Kingston,Me Love,93,95,14,17
2007-12-29,Trey Songz,Can't Help But Wait,15,14,14,13
2007-12-29,Plies Featuring Akon,Hypnotized,14,16,14,12
2007-03-03,Corbin Bleu,Push It To The Limit,89,71,14,5
2007-11-03,Rihanna,Shut Up And Drive,78,72,15,20
2007-12-29,Playaz Circle Featuring Lil Wayne,Duffle Bag Boy,22,15,15,13
2007-06-30,Jordin Sparks,This Is My Now,95,72,15,4
2007-08-25,Lloyd,Get It Shawty,49,45,16,22
2007-12-29,Sara Bareilles,Love Song,16,72,16,7
2007-12-29,Justin Timberlake Duet With Beyonce,Until The End Of Time,38,23,17,24
2007-06-30,Nickelback,If Everyone Cared,48,41,17,22
2007-12-01,Justin Timberlake,LoveStoned,60,58,17,20
2007-12-29,Jonas Brothers,S.O.S.,91,83,17,19
2007-12-29,Carrie Underwood,So Small,57,52,17,18
2007-11-10,Aly & AJ,Potential Breakup Song,98,0,17,17
2007-12-29,The-Dream,Shawty Is A 10,32,24,17,15
2007-06-16,Young Jeezy Featuring R. Kelly,Go Getta,74,64,18,20
2007-09-22,Yung Berg Featuring Junior,Sexy Lady,35,32,18,20
2007-12-29,Daughtry,Over You,31,27,18,19
2007-12-29,Natasha Bedingfield Featuring Sean Kingston,Love Like This,19,18,18,9
2007-12-29,Sean Kingston,Take You There,18,21,18,7
2007-06-30,Blake Lewis,You Give Love A Bad Name,86,59,18,4
2007-07-28,Ciara,Like A Boy,58,50,19,20
2007-12-22,Rascal Flatts,Take Me There,80,73,19,20
2007-12-29,Maroon 5,Wake Up Call,42,38,19,19
2007-12-29,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",I'm So Hood,28,26,19,14
2007-10-06,R. Kelly Duet With Usher,Same Girl,98,91,20,20
2007-12-08,50 Cent,I Get Money,97,98,20,14
2007-12-29,"Wyclef Jean Featuring Akon, Lil Wayne & Niia",Sweetest Girl (Dollar Bill),23,20,20,14
2007-10-13,Enrique Iglesias,Do You Know? (The Ping Pong Song)/Dimelo,98,97,21,20
2007-12-29,Taylor Swift,Our Song,21,22,21,12
2007-07-28,Bow Wow Featuring T-Pain & Johnta Austin,Outta My System,93,82,22,20
2007-11-17,Kenny Chesney,Never Wanted Nothing More,94,93,22,20
2007-11-17,Boys Like Girls,The Great Escape,50,46,23,25
2007-12-29,Fabolous Featuring Jermaine Dupri,Baby Don't Go,67,57,23,16
2007-12-29,Taylor Swift,Teardrops On My Guitar,24,30,24,28
2007-07-14,Unk,2 Step,41,32,24,21
2007-11-17,Avril Lavigne,When You're Gone,71,60,24,20
2007-05-26,Hilary Duff,With Love,81,72,24,9
2007-06-09,Christina Aguilera,Candyman,93,80,25,17
2007-08-04,Hannah Montana,Life's What You Make It,72,63,25,4
2007-12-29,Chris Brown,With You,25,40,25,3
2007-11-17,Lifehouse,First Time,45,38,26,26
2007-10-27,Ne-Yo,Do You,83,65,26,20
2007-09-01,The White Stripes,Icky Thump,100,92,26,17
2007-12-29,Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),34,31,26,15
2007-12-29,Mary J. Blige,Just Fine,26,29,26,9
2007-09-29,Bon Jovi,(You Want To) Make A Memory,98,92,27,20
2007-08-04,Hannah Montana,Nobody's Perfect,65,62,27,7
2007-08-04,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",We Takin' Over,81,78,28,17
2007-10-27,Kat DeLuna Featuring Elephant Man,Whine Up,73,66,29,20
2007-06-02,Katharine McPhee,Over It,92,76,29,16
2007-12-29,Kenny Chesney,Don't Blink,48,41,29,15
2007-12-29,Linkin Park,Shadow Of The Day,29,37,29,6
2007-07-07,Crime Mob Featuring Lil Scrappy,Rock Yo Hips,54,45,30,20
2007-08-18,Kelly Rowland Featuring Eve,Like This,78,67,30,20
2007-12-29,Santana Featuring Chad Kroeger,Into The Night,30,33,30,11
2007-07-28,Hinder,Better Than Me,64,60,31,20
2007-12-08,Jennifer Lopez,Do It Well,88,86,31,10
2007-04-21,Jonas Brothers,Year 3000,85,90,31,9
2007-10-20,will.i.am,I Got It From My Mama,92,67,31,9
2007-09-22,Zac Efron & Vanessa Anne Hudgens,You Are The Music In Me,98,77,31,4
2007-09-22,Fantasia,When I See U,47,48,32,23
2007-10-06,Mims,Like This,93,83,32,20
2007-06-02,Martina McBride,Anyway,81,78,32,16
2007-12-29,Soulja Boy Tell'em Featuring I-15,Soulja Girl,52,39,32,11
2007-12-29,Sugarland,Stay,40,35,32,10
2007-06-09,50 Cent,Straight To The Bank,68,59,32,3
2007-12-29,Cassidy Featuring Swizz Beatz,My Drink N' My 2 Step,55,47,33,14
2007-12-29,Bow Wow & Omarion,Girlfriend,33,44,33,7
2007-12-29,Paramore,Misery Business,35,34,34,22
2007-09-29,Down A.K.A. Kilo,Lean Like A Cholo,72,66,34,20
2007-11-17,T.I. Featuring Wyclef Jean,You Know What It Is,96,80,34,18
2007-09-15,Zac Efron & Vanessa Anne Hudgens,Gotta Go My Own Way,82,34,34,3
2007-08-18,Big & Rich,Lost In This Moment,49,44,36,20
2007-06-09,Musiq Soulchild,Buddy,92,64,36,18
2007-06-30,Carrie Underwood,Wasted,82,76,37,20
2007-12-29,Foo Fighters,The Pretender,60,58,37,19
2007-09-15,Eve,Tambourine,94,99,37,17
2007-12-29,Ingrid Michaelson,The Way I Am,88,92,37,8
2007-12-29,Snoop Dogg,Sensual Seduction,37,51,37,3
2007-12-22,Gorilla Zoe,Hood Figga,75,66,38,20
2007-09-15,Lil Boosie Featuring Foxx & Webbie,Wipe Me Down,100,91,38,18
2007-12-15,Brad Paisley,Online,84,76,39,20
2007-04-28,Good Charlotte Featuring M. Shadows And Synyster Gates,The River,93,71,39,6
2007-12-29,Kanye West Featuring Dwele,Flashing Lights,39,50,39,4
2007-08-25,Brad Paisley,Ticks,100,93,40,20
2007-10-27,Ciara Featuring 50 Cent,Can't Leave 'Em Alone,94,75,40,13
2007-11-24,Kanye West,Can't Tell Me Nothing,97,92,41,19
2007-12-22,Tim McGraw,If You're Reading This,99,89,41,18
2007-12-29,Keyshia Cole Introducing Amina,Shoulda Let You Go,50,42,41,12
2007-12-29,J. Holiday,Suffocate,41,45,41,6
2007-12-29,"DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",Get Buck In Here,51,48,41,6
2007-08-04,Tank,Please Don't Go,70,71,42,20
2007-08-04,Billy Currington,Good Directions,80,75,42,20
2007-10-06,Musiq Soulchild,teachme,65,66,42,20
2007-11-03,Rodney Atkins,These Are My People,91,93,42,20
2007-05-19,Lumidee Featuring Tony Sunshine,She's Like The Wind,92,77,43,16
2007-10-20,Nelly,Wadsyaname,83,66,43,6
2007-07-07,Dashboard Confessional,Stolen,93,72,44,12
2007-12-29,Britney Spears,Piece Of Me,45,49,45,7
2007-06-02,Freak Nasty Featuring Crazy Mike,Do It Just Like A Rockstar,45,56,45,3
2007-07-14,Rascal Flatts,Stand,100,98,46,20
2007-10-06,Michael Buble,Everything,70,71,46,20
2007-12-29,Dierks Bentley,Free And Easy (Down The Road I Go),95,79,46,20
2007-09-08,Mario,How Do I Breathe,84,76,46,10
2007-12-29,Birdman Featuring Lil Wayne,Pop Bottles,46,56,46,7
2007-10-06,Gym Class Heroes,Clothes Off!!,89,81,46,6
2007-09-15,Zac Efron,Bet On It,97,46,46,3
2007-12-29,Rihanna,Don't Stop The Music,47,67,47,4
2007-12-01,Toby Keith,Love Me If You Can,90,88,48,17
2007-09-08,Keith Urban,I Told You So,92,73,48,16
2007-06-02,Lily Allen,Smile,94,0,49,16
2007-12-29,George Strait,How 'Bout Them Cowgirls,56,54,49,15
2007-08-11,Bobby Valentino Featuring Timbaland,Anonymous,95,92,49,12
2007-09-15,Tim McGraw With Faith Hill,I Need You,91,81,50,16
2007-10-20,Reba McEntire Duet With Kelly Clarkson,Because Of You,89,74,50,15
2007-12-29,Josh Turner,Firecracker,53,53,50,14
2007-12-29,Linkin Park,Bleed It Out,82,82,52,20
2007-12-29,Jason Michael Carroll,Livin' Our Love Song,92,74,52,16
2007-12-29,Garth Brooks,More Than A Memory,90,69,53,16
2007-09-22,Jonas Brothers,Hold On,100,87,53,7
2007-07-07,Green Day,Working Class Hero,77,60,53,6
2007-06-16,Sugarland,Settlin',92,81,54,18
2007-09-22,Gwen Stefani,4 In The Morning,96,92,54,16
2007-04-07,Jibbs Featuring Chamillionaire,King Kong,91,82,54,13
2007-12-29,Billy Ray Cyrus With Miley Cyrus,"Ready, Set, Don't Go",58,55,54,13
2007-05-26,Three 6 Mafia Featuring Chamillionaire,Doe Boy Fresh,89,78,54,10
2007-02-17,Jordan Pruitt,Jump To The Rhythm,95,73,54,4
2007-12-22,Celine Dion,Taking Chances,88,68,54,4
2007-06-16,The Smashing Pumpkins,Tarantula,98,54,54,2
2007-08-11,Papa Roach,Forever,97,76,55,18
2007-12-29,Clay Walker,Fall,81,64,55,15
2007-11-17,JAY-Z,Blue Magic,95,77,55,5
2007-08-18,Emerson Drive,Moments,92,87,56,20
2007-07-07,Daddy Yankee Featuring Fergie,Impacto,96,88,56,7
2007-03-10,Corinne Bailey Rae,Like A Star,95,56,56,2
2007-05-19,Kelly Clarkson Featuring Jeff Beck,Up To The Mountain,66,56,56,2
2007-06-16,India.Arie,Beautiful Flower,56,0,56,1
2008-11-22,Leona Lewis,Bleeding Love,47,45,1,39
2008-12-27,Coldplay,Viva La Vida,32,31,1,32
2008-10-04,Lil Wayne Featuring Static Major,Lollipop,47,45,1,28
2008-10-25,Rihanna,Take A Bow,45,38,1,27
2008-12-27,Rihanna,Disturbia,22,21,1,26
2008-08-16,Usher Featuring Young Jeezy,Love In This Club,48,39,1,25
2008-10-25,Katy Perry,I Kissed A Girl,46,36,1,23
2008-07-12,Mariah Carey,Touch My Body,59,44,1,20
2008-12-27,T.I.,Whatever You Like,5,5,1,19
2008-12-27,P!nk,So What,16,14,1,17
2008-12-27,T.I. Featuring Rihanna,Live Your Life,2,1,1,12
2008-12-27,Britney Spears,Womanizer,6,10,1,11
2008-12-27,Beyonce,Single Ladies (Put A Ring On It),1,2,1,9
2008-12-20,Chris Brown,Forever,45,39,2,33
2008-12-27,David Archuleta,Crush,43,35,2,18
2008-09-13,Jordin Sparks Duet With Chris Brown,No Air,50,43,3,35
2008-08-09,Ray J & Yung Berg,Sexy Can I,43,33,3,26
2008-08-16,Madonna Featuring Justin Timberlake & Timbaland,4 Minutes,69,60,3,20
2008-10-18,David Cook,The Time Of My Life,53,49,3,20
2008-12-27,Katy Perry,Hot N Cold,8,7,3,20
2008-12-27,Lady Gaga Featuring Colby O'Donis,Just Dance,3,4,3,19
2008-12-27,Kanye West,Love Lockdown,10,8,3,13
2008-12-27,Beyonce,If I Were A Boy,9,6,3,10
2008-12-27,Britney Spears,Circus,4,3,3,2
2008-12-13,M.I.A.,Paper Planes,45,39,4,20
2008-12-27,Kanye West,Heartless,7,16,4,6
2008-10-25,Natasha Bedingfield,Pocketful Of Sunshine,50,47,5,35
2008-11-22,Kardinal Offishall Featuring Akon,Dangerous,50,43,5,27
2008-10-25,Jonas Brothers,Burnin' Up,99,84,5,16
2008-12-27,Kevin Rudolf Featuring Lil Wayne,Let It Rock,13,15,5,16
2008-12-27,Taylor Swift,Love Story,11,12,5,14
2008-12-27,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,Swagga Like Us,52,42,5,14
2008-12-27,Jason Mraz,I'm Yours,12,11,6,35
2008-10-11,Lil Wayne,A Milli,41,30,6,23
2008-12-27,Ne-Yo,Closer,38,37,7,35
2008-09-06,Plies Featuring Ne-Yo,Bust It Baby Part 2,45,38,7,22
2008-12-27,T-Pain Featuring Lil Wayne,Can't Believe It,18,23,7,20
2008-06-28,Yael Naim,New Soul,99,95,7,19
2008-12-27,Ne-Yo,Miss Independent,14,9,7,17
2008-12-27,Christina Aguilera,Keeps Gettin' Better,59,50,7,11
2008-12-27,Akon,Right Now (Na Na Na),15,13,8,12
2008-08-23,Jonas Brothers,Tonight,74,8,8,2
2008-11-22,Estelle Featuring Kanye West,American Boy,48,40,9,30
2008-11-22,Flo Rida Featuring will.i.am,In The Ayer,46,39,9,21
2008-10-25,The Pussycat Dolls,When I Grow Up,56,50,9,20
2008-09-27,Miley Cyrus,7 Things,94,83,9,15
2008-08-16,Demi Lovato & Joe Jonas,This Is Me,93,69,9,7
2008-11-22,Taylor Swift,Fearless,98,79,9,4
2008-11-08,Metro Station,Shake It,50,47,10,30
2008-12-13,Lil Wayne Featuring T-Pain,Got Money,48,49,10,27
2008-10-18,Jesse McCartney,Leavin',44,34,10,24
2008-08-23,Danity Kane,Damaged,45,40,10,22
2008-05-24,Lil Mama Featuring Chris Brown & T-Pain,Shawty Get Loose,100,70,10,12
2008-12-27,Nickelback,Gotta Be Somebody,17,17,10,11
2008-09-13,Taylor Swift,Change,100,39,10,3
2008-12-27,Leona Lewis,Better In Time,28,26,11,23
2008-10-04,Artists Stand Up To Cancer,Just Stand Up!,70,36,11,4
2008-11-22,Taylor Swift,You're Not Sorry,35,11,11,2
2008-08-23,Jonas Brothers,A Little Bit Longer,11,0,11,1
2008-06-28,Trace Adkins,You're Gonna Miss This,55,55,12,20
2008-11-01,Young Jeezy Featuring Kanye West,Put On,53,51,12,20
2008-11-22,Taylor Swift,You Belong With Me,12,0,12,1
2008-12-27,Taylor Swift,White Horse,51,52,13,5
2008-08-30,Colby O'Donis Featuring Akon,What You Got,49,40,14,25
2008-12-27,The Fray,You Found Me,30,20,15,4
2008-06-14,David Cook,Dream Big,81,15,15,2
2008-10-11,David Banner Featuring Chris Brown,Get Like Me,48,40,16,21
2008-12-27,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,Mrs. Officer,19,18,16,17
2008-05-24,Flo Rida Featuring Timbaland,Elevator,83,43,16,13
2008-08-09,Jonas Brothers,Pushin' Me Away,89,16,16,2
2008-09-06,Chris Brown,Dreamer,41,16,16,2
2008-09-20,3 Doors Down,It's Not My Time,43,43,17,29
2008-11-29,Jordin Sparks,One Step At A Time,46,41,17,21
2008-07-12,Rick Ross Featuring T-Pain,The Boss,64,57,17,20
2008-12-27,David Cook,Light On,48,56,17,10
2008-10-11,"Three 6 Mafia Featuring Project Pat, Young D & Superpower",Lolli Lolli (Pop That Body),65,56,18,20
2008-12-27,Daughtry,What About Now,85,82,18,19
2008-10-18,Sugarland,All I Want To Do,83,79,18,16
2008-08-09,Usher Featuring Beyonce & Lil Wayne,Love In This Club Part II,100,83,18,14
2008-08-30,Carrie Underwood,Last Name,90,82,19,20
2008-05-03,Janet,Feedback,89,82,19,17
2008-07-19,Mariah Carey,Bye Bye,84,69,19,12
2008-05-24,Fall Out Boy Featuring John Mayer,Beat It,96,95,19,7
2008-09-27,Hit Masters,All Summer Long,88,63,19,5
2008-12-27,Akon Featuring Colby O'Donis & Kardinal Offishall,Beautiful,29,19,19,2
2008-12-27,Saving Abel,Addicted,23,24,20,27
2008-08-16,Colbie Caillat,Realize,47,42,20,26
2008-09-20,The-Dream,I Luv Your Girl,49,38,20,20
2008-12-27,Zac Brown Band,Chicken Fried,20,22,20,13
2008-08-02,Jonas Brothers,Play My Music,87,75,20,5
2008-12-27,Secondhand Serenade,Fall For You,44,44,21,27
2008-12-27,The Game Featuring Lil Wayne,My Life,64,55,21,19
2008-12-27,Fall Out Boy,I Don't Care,62,60,21,14
2008-12-27,Rihanna,Rehab,21,25,21,6
2008-12-27,Kanye West Featuring Lil Wayne,See You In My Nightmares,98,69,21,3
2008-06-14,David Cook,I Still Haven't Found What I'm Looking For,85,22,22,2
2008-11-29,Kid Rock,All Summer Long,65,64,23,20
2008-09-27,Shwayze,Corona And Lime,91,82,23,8
2008-08-23,Gavin DeGraw,In Love With A Girl,50,43,24,23
2008-12-27,Jennifer Hudson,Spotlight,47,38,24,21
2008-06-21,Daughtry,Feels Like Tonight,51,46,24,20
2008-07-12,2 Pistols Featuring T-Pain & Tay Dizm,She Got It,73,63,24,20
2008-12-27,John Legend Featuring Andre 3000,Green Light,24,27,24,15
2008-05-31,Jonas Brothers,When You Look Me In The Eyes,97,87,25,17
2008-12-27,Jim Jones & Ron Browz Featuring Juelz Santana,Pop Champagne,25,30,25,9
2008-12-27,Ludacris Co-Starring T-Pain,One More Drink,26,28,25,7
2008-12-27,Gavin Rossdale,Love Remains The Same,35,39,27,28
2008-05-31,Carrie Underwood,All-American Girl,78,74,27,20
2008-07-19,James Otto,Just Got Started Lovin' You,69,71,27,20
2008-09-20,Duffy,Mercy,95,97,27,20
2008-12-27,T-Pain Featuring Ludacris,Chopped 'N' Skrewed,27,29,27,9
2008-05-03,Carrie Underwood,Praying For Time,94,27,27,2
2008-07-12,Taylor Swift,Picture To Burn,89,82,28,20
2008-09-27,Keyshia Cole,Heaven Sent,72,67,28,20
2008-06-07,David Cook,The World I Know,28,0,28,1
2008-12-27,Carrie Underwood,Just A Dream,61,49,29,19
2008-08-30,V.I.C.,Get Silly,99,67,29,17
2008-12-13,The Rock Heroes,All Summer Long,97,93,29,11
2008-05-31,The-Dream,Falsetto,100,88,30,19
2008-12-27,Pitbull Featuring Lil Jon,Krazy,83,78,30,12
2008-07-19,Joe Jonas,Gotta Find You,82,36,30,3
2008-05-17,Shawty Lo,Dey Know,80,68,31,17
2008-11-15,Metallica,The Day That Never Comes,95,92,31,10
2008-12-27,Jazmine Sullivan,Bust Your Windows,39,34,31,10
